Energy_keV,Angle_deg
109.311,27.2196
397.522,0
1025,0.0441873
852.89,0.0727492
783.386,0.0206386
1169.94,0.0954976
1206.49,0.128463
901.028,0.207247
1854.22,0.0435331
724.908,0.0363981
771.394,0.0871208
814.978,0.0356503
943.899,0.031383
455.643,0.0642965
104.288,11.9838
226.91,20.5895
128.995,5.34753
122.86,14.6004
126.828,17.919
131.559,22.4084
55.8333,18.9653
81.4225,13.7258
963.79,0.0284999
940.732,0.0878503
854.486,0.376977
41.3019,0.0434098
619.674,0.253226
22.2534,2.81718
34.1807,22.5125
39.4669,20.3545
56.9659,19.9828
9.06866,64.7656
157.073,76.1708
60.9668,43.4274
116.288,100.438
27.6497,91.3479
31.0618,33.4121
38.3502,59.435
38.5092,169.198
68.845,121.973
51.7663,0
10.371,0
97.7378,0
762.368,0.0282933
754.019,0.04308
867.191,0.0437612
751.705,0.0216203
837.87,0.0876148
660.184,0.0622408
744.331,0.0542507
760.407,0.103787
783.998,0.0930344
888.281,0.02975
923.776,0.0678787
697.132,0.00838108
180.229,0.0468127
77.5761,0.00919955
595.612,0.0706649
207.343,11.031
163.958,74.4078
117.714,16.392
67.7479,39.5923
42.9916,41.2691
57.9529,36.7722
54.4321,150.481
37.3155,36.0464
43.9687,61.9905
47.6096,39.6232
59.0018,34.701
41.9925,29.398
35.3131,9.03492
225.944,0
176.576,11.4053
140.045,21.9609
312.445,39.3422
727.214,0.039065
715.793,0.0330469
1563.41,0.0275679
761.976,0.0327517
984.284,0.0500827
725.907,0.00499717
865.565,0.160781
821.178,0.0468203
849.124,0.0259196
752.421,0.130266
775.777,0.0304472
640.442,0.0469934
792.637,0.0334975
647.363,0.060443
657.089,0.138349
629.498,0.0642828
724.114,0.05626
758.346,0.127776
636.415,0.0587638
1125.34,0.0506515
692.64,0.0824984
765.724,0.0306771
785.033,0.0254958
176.4,0.0565288
532.768,0.0309231
596.806,23.6884
1009.01,0.101305
813.032,0.0576314
713.084,0.0424532
1190.85,0.0863732
948.765,0.0575537
815.889,0.0175567
894.675,0.0163499
729.001,0.122773
720.497,0.0247752
800.976,0.0469835
663.868,0.0629483
669.297,0.0260214
827.353,0.0390995
1065.01,0.0732526
1001.89,0.0404076
764.543,0.0666145
682.952,0.125349
852.912,0.0352281
677.135,0.0241587
784.12,0.027951
794.032,0.0832289
665.824,0.0269336
706.673,0.125533
740.452,0.107547
722.887,0.0137412
648.555,0.0787048
750.102,0.0608672
711.542,0.0982879
786.431,0.0770032
934.281,0.0280024
721.033,0.129084
645.526,0.0623953
1523.14,0.0323824
1133.31,0.103843
705.709,0.09831
598.645,0.0247113
478.163,0.0424441
251.217,20.8667
135.767,19.7354
23.5591,8.81545
1052.5,0.0262909
992.787,0.0629563
742.022,0.0664228
731.737,0.0372107
735.551,0.0633453
695.015,0.0589453
683.941,0.0340998
653.473,0.0544968
714.481,0.0573215
737.319,0.0181375
692.25,0.0225545
691.87,0.236189
1260.89,0.0433621
782.241,0.032053
910.724,0.127333
704.327,0.0547912
799.586,0.0449597
722.337,0.0970393
706.26,0.0396158
1538.06,0.0242604
773.991,0.0540161
725.907,0.025203
1279.92,0.0341767
651.359,0.0567864
682.958,0.0691566
743.552,0.103884
888.748,0.0645008
957.848,0.0491061
1265.81,0.0256117
799.15,0.0675185
867.102,0.103891
681.878,0.0943471
762.669,0.0407939
616.855,0.0314759
745.264,0.09253
40.2734,0.0240868
818.077,0.0435377
21.6901,37.3059
19.952,27.597
23.6242,16.6538
17.9382,17.6408
19.7447,66.17
22.1165,16.9388
5.98679,2.17512
681.484,0.0558173
659.496,0.0745891
1419.43,0.0827203
698.887,0.0166558
676.622,0.061514
707.649,0.110057
787.669,0.0268705
701.673,0.0681581
640.533,0.0432401
706.573,0.145288
98.557,0.041636
632.966,0.0210226
61.0252,14.1321
87.6124,17.9963
91.1035,16.8712
169.572,56.4829
228.368,82.0219
75.8383,70.87
71.4412,57.0853
40.9513,28.9564
79.4851,15.2266
5.32425,9.0725
701.311,0.0996149
934.697,0.0577174
773.107,0.048845
701.111,0.0582764
1023.89,0.144077
640.329,0.0895484
969.264,0.0184923
710.68,0.0626628
907.163,0.115857
685.065,0.0309629
712.691,0.0463296
626.937,0.0310686
933.05,0.0333038
730.513,0.0967465
891.486,0.073973
1039.25,0.0400857
698.091,0.0626531
793.894,0.0891497
670.258,0.044025
674.299,0.0566859
929.808,0.117261
838.855,0.0566429
995.422,0.0499375
684.895,0.0616577
690.28,0.0731058
731.479,0.0355011
834.741,0.0693096
781.908,0.0656784
301.255,0.0351606
519.683,0.063433
223.262,17.8303
206.336,43.647
565.772,0
920.607,0.138043
820.2,0.0260755
807.656,0.0860056
1283.95,0.0700979
822.831,0.0487182
695.564,0.0402661
325.682,0.0344452
704.531,0.0251549
172.016,28.8425
101.066,21.8978
122.947,14.0936
100.063,22.7499
438.322,35.0181
80.7324,32.0851
694.473,0.0728371
680.015,0.0321149
792.881,0.0481898
673.447,0.0443183
726.274,0.0232514
836.891,0.110791
1151.59,0.0453722
804.807,0.0920031
838.787,0.0359498
687.989,0.0818437
1010.74,0.119285
751.702,0.0724784
1289.7,0.0645386
892.834,0.127091
684.048,0.0611709
945.981,0.0556624
663.472,0.042584
694.89,0.0447886
897.724,0.140753
817.082,0.0999955
1007.44,0.0499487
667.777,0.126656
373.29,0.00873099
355.86,0.230183
223.523,79.16
625.644,0
868.427,0.0585723
860.846,0.0396829
672.146,0.0511516
752.938,0.0287131
641.388,0.0981853
789.817,0.0441109
759.418,0.190059
929.17,0.105991
891.617,0.110619
747.262,0.0434577
750.712,0.1016
859.169,0.0771645
863.739,0.0239364
687.795,0.0639058
732.106,0.036447
893.275,0.0894608
795.162,0.096341
1006.66,0.0810525
685.86,0.011101
749.713,0.0388662
718.392,0.0251756
897.351,0.0854598
781.307,0.0807087
629.897,0.0220649
683.495,0.0443561
728.775,0.0625386
900.079,0.0137861
764.342,0.0749168
869.572,0.0278122
1263.56,0.0413155
711.659,0.113213
0.0206992,30.8808
0.0219615,50.6665
1.00604,75.8703
969.404,0.0414364
897.859,0.0822021
680.274,0.075465
647.053,0.100777
773.846,0.0552159
961.066,0.0392839
707.037,0.0652799
698.195,0.0369996
654.637,0.0431767
644.299,0.0290868
636.86,0.0255196
1063.92,0.166753
779.677,0.0822061
889.851,0.0666323
708.792,0.0227608
1143.69,0.0303983
734.793,0.109297
710.611,0.394192
781.756,0.0585055
897.351,0.0894967
673.775,0.117637
626.271,0.0896548
250.319,0.0792278
1303.58,0.0579059
617.082,5.05378
1014.46,33.3348
614.512,0.0664274
55.51,0.0111689
30.3779,3.21061
37.9882,22.0222
36.2225,12.2001
909.884,0.0173979
669.763,0.105508
728.352,0.0797223
714.783,0.122977
913.532,0.0738624
880.912,0.0760056
880.84,0.0314335
773.388,0.0738172
927.846,0.0919076
732.772,0.0834292
1109.22,0.0161783
675.102,0.107977
651.351,0.0848091
441.5,0.0440641
234.543,16.2829
818.753,0.0209611
678.292,0.0712881
665.778,0.0657199
1263.77,0.0260301
888.388,0.119597
672.275,0.0576217
743.837,0.046017
1293.39,0.0378512
788.304,0.00835057
713.98,0.053363
1076.47,0.0789714
724.858,0.00428865
714.595,0.0920065
645.183,0.0333596
757.271,0.0709969
795.072,0.0668103
1145.63,0.0038086
818.777,0.0221307
356.081,0.0250228
332.822,0.0658031
180.829,50.0979
213.854,71.0236
105.809,12.6268
72.2796,114.375
39.9998,21.8654
87.902,82.0878
45.4256,12.6497
53.4617,14.56
78.4942,128.552
79.6477,55.1411
56.8601,104.247
2.84637,22.0884
682.975,0.00960357
1109.15,0.0625284
840.089,0.105369
628.588,0.0833697
745.547,0.0918697
785.85,0.0241482
726.095,0.0238135
1037.13,0.0915878
785.829,0.0302497
732.093,0.00998854
914.803,0.0858671
829.162,0.017871
722.071,0.0741644
897.624,0.0583755
723.745,0.0723547
799.837,0.00411718
703.418,0.0816379
901.304,0.0687147
818.498,0.061545
577.978,0.0415659
105.342,0.0337799
87.3696,27.3463
66.6728,10.668
662.713,0.0741948
691.55,0.00903608
772.87,0.0732842
684.011,0.0213983
475.057,0.0781016
424.772,0.0284441
185.826,25.3527
69.5937,60.576
86.5741,25.9586
69.9239,24.4599
176.249,3.9694
18.6436,3.3938
1058.45,0.06346
788.883,0.0360985
645.616,0.024044
661.032,0.0805926
943.734,0.0386732
870.579,0.0791135
803.911,0.0537351
580.966,0.0961491
753.201,0.0325653
920.688,0.0694461
809.315,0.0295002
743.819,0.0290711
681.908,0.0713432
1034.72,0.0471
755.992,0.0560703
765.981,0.0284708
364.653,0.0662399
347.427,0.0540422
421.016,9.41934
144.691,50.3605
72.5725,28.022
1363.91,0.0382229
734.532,0.0517305
778.405,0.106363
800.257,0.0551669
906.479,0.243613
641.321,0.0492927
673.436,0.0470825
627.043,0.311657
1172.84,0.0584781
772.023,0.0834234
140.712,0.0100258
594.265,0.042828
149.985,31.9328
190.527,14.1882
124.99,2.82545
127.072,77.6872
747.836,0.0508227
765.93,0.076174
708.548,0.0505693
687.531,0.0186988
859.405,0.0378138
617.267,0.0673613
654.219,0.0705668
699.576,0.0384635
742.912,0.0920657
636.732,0.00526092
658.364,0.0949155
752.333,0.0683204
883.218,0.097651
824.925,0.0474536
718.05,0.120645
967.978,0.0137564
754.07,0.0683903
772.012,0.0784914
755.511,0.0683182
834.521,0.0211997
830.002,0.0398588
742.639,0.0807389
762.561,0.0425093
767.147,0.0417981
845.296,0.0742054
845.62,0.0908292
859.906,0.0423475
0.892121,1.64226
0.419291,4.42927
0.229379,31.8296
2.84714,10.4376
0.485852,71.4843
1.93755,96.3396
0.885973,27.8874
11.8993,0
701.002,0.0597001
654.208,0.0275173
1334.08,0.0593748
1001.02,0.0781858
706.456,0.0451616
755.767,0.0806293
743.211,0.0681022
964.133,0.0479931
719.896,0.0465558
835.306,0.0319556
664.449,0.036168
1475.14,0.0368636
827.026,0.0589833
772.455,0.0176144
676.429,0.0155422
644.285,0.0127716
340.879,0.0530703
331.937,32.5387
58.7469,32.0863
66.1969,35.0838
44.5431,10.9976
779.502,0.0616262
897.509,0.0212524
856.55,0.0326601
656.607,0.0502833
738.959,0.00502813
835.978,0.0288183
778.741,0.0208299
748.172,0.0540302
777.612,0.0609529
701.715,0.0696425
916.54,0.137303
733.412,0.0684789
813.69,0.0571436
663.943,0.0349791
698.759,0.0256525
727.542,0.0318371
740.157,0.0345668
