Energy_keV,Angle_deg
1185.39,0.0753036
695.111,0.00375092
163.303,0.0523925
514.056,0.0721319
829.002,0.0159079
789.845,0.0630748
1306.36,0.156101
75.2818,0.0953235
780.667,0.0742446
445.875,0.0485166
239.122,0.0114165
876.421,0.078254
642.294,0.0734743
83.8093,0.0415002
102.321,0.0242286
436.1,0.013885
194.28,0.0148608
127.738,0.043235
1080.54,0.104395
883.07,0.0836206
883.908,0.107576
640.581,0.0627628
267.169,0.110286
71.2476,0.0244073
352.389,0.0401193
863.489,0.0582094
796.244,0.0494313
827.179,0.0238635
446.739,0.0274381
341.268,0.0330895
63.0112,0.0154725
752.1,0.00632815
720.828,0.0331518
323.724,0.0543091
419.58,0.032354
401.058,0.0656423
393.929,0.0320651
379.477,12.9989
655.137,0.107639
194.134,0.0443433
519.039,0.0630701
736.097,0.0165575
211.236,0.0172444
582.15,0.0644809
318.583,0.0306625
428.301,0.0836111
179.751,118.042
688.051,0
495.597,0.0442913
384.013,0.0349754
720.535,0.0559297
644.13,0.0130585
670.576,0.0382028
163.986,0.0621966
687.374,0.0154244
932.372,0.0571206
403.376,0.0957367
367.109,0.0183321
117.752,0.0275493
456.644,0.0679366
111.967,0.0205008
784.903,0.102514
193.798,0.0281251
39.3166,0.027146
629.762,0.0121797
689.931,0.0359881
180.716,0.0295183
63.3565,7.93598
365.457,45.5471
172.231,5.55725
155.931,14.7645
10.371,0
32.7389,0
781.002,0.00868972
984.955,0.164146
718.587,0.0330949
127.121,0.0320751
837.482,0.0764121
646.339,0.13297
121.897,0.0325419
178.52,0.0179645
734.705,0.0403009
509.269,0.0173693
1029.57,0.0607204
269.455,0.0414714
190.257,0.0222437
282.332,0.0148121
431.361,3.33053
387.013,1.6237
374.344,0.0290905
46.2799,0.00100116
96.1696,0.0234834
267.413,0.0494911
69.6858,0.0150801
201.78,0.0173345
414.541,0.0814603
488.824,0.0854955
188.118,0.0203564
1085.81,0.0224149
175.395,0.0292695
308.905,0.0538649
372.055,0.0242847
14.114,0.010987
839.816,0.0534679
523.781,0.0434773
101.83,0.0247619
90.1272,0.0157427
462.089,39.6445
57.4283,41.3658
53.0282,22.4486
195.215,0.0331455
162.032,0.0203778
423.411,0.00911656
156.71,0.00832517
639.181,0.151034
844.194,0.0972247
250.866,0.0583838
750.819,0.0464114
654.388,0.127285
907.39,0.0621307
281.949,0.00292336
301.432,0.047331
211.944,0.00926843
177.426,1.69117
50.7507,0.00382857
689.72,0.0830359
149.438,0.0395885
540.983,0.0408422
727.199,0.0872329
1127.47,0.0512011
655.745,0.110363
129.286,0.0417635
137.233,13.6438
931.322,0.0539516
793.824,0.0625242
2.27927,0.00400015
683.018,0.0435488
753.075,0.0287434
1047.68,0.0848941
759.779,0.0285492
665.357,0.0539149
878.114,0.0381612
337.457,0.0419902
537.434,0.109566
763.719,0.112491
517.341,0.053267
343.106,0.0237378
721.911,0.0890081
125.817,0.0093087
544.192,0.0431076
236.124,0.00409698
0.256759,0.000481807
933.194,0.0599185
1368.09,0.0957529
163.339,0.0447001
537.828,0.0788555
827.074,0.0662672
859.777,0.0573203
715.853,0.0189789
669.027,0.1828
454.866,0.0501054
326.199,0.0287927
132.808,40.84
70.9178,6.70371
49.4009,15.9158
44.0557,10.6602
27.8167,36.2045
804.794,0.0873753
1056.24,0.0604976
30.2997,0.00450796
720.466,0.0404578
666.851,0.0467563
1660.79,0.039874
739.018,0.0279043
175.692,0.0419732
103.605,0.0115415
652.032,0.0903532
608.538,0.0581632
62.8218,0.00877611
733.234,0.142839
844.888,0.0592189
769.987,0.0192797
1155.59,0.101091
129.217,0.0225628
634.369,0.0494148
242.67,0.032807
554.312,0.0143456
735.086,0.019209
815.738,0.0431811
943.148,0.0179418
661.809,0.088108
143.308,0.0414956
1318.01,0.0508753
737.903,0.0344706
385.466,0.0254756
144.996,0.0537087
262.58,0.0714462
787.29,0.0481775
904.843,0.024061
606.815,0.0274742
202.004,0.0627452
108.452,0.0402046
481.972,0.0287435
257.422,0.00251421
1203.7,0.08617
165.124,0.0361544
610.801,0.0516842
652.229,0.0221604
283.899,0.0643478
508.443,0.111352
205.299,119.004
576.863,0
1306.95,0.0321717
793.999,0.0739472
430.964,0.0405887
383.285,0.0273165
57.4524,0.123282
849.373,0.448394
672.424,0.177302
437.179,0.117986
266.206,0.0317258
17.6465,0.00130326
69.5814,0.0180391
27.2502,0.0109588
530.089,0.0411059
106.983,0.158301
84.8093,0.0158838
663.102,0.0314467
227.401,0.0380166
552.415,0.0211467
800.265,0.099951
1184.93,0.0582389
475.279,0.036247
316.983,0.0400313
561.532,0.0451553
60.552,0.027712
55.3855,0.044194
25.0019,0.0181964
981.068,0.148038
85.5918,0.0262074
934.954,0.0254289
659.961,0.103546
761.182,0.0451376
103.346,0.00176949
875.785,0.0387581
755.425,0.0114707
115.809,0.027328
156.543,30.0992
104.864,82.9506
21.8431,28.6477
17.9028,41.7817
5.83283,6.01329
788.418,0.0326755
963.483,0.134156
543.327,0.0229957
99.9988,0.0248994
242.05,0.05056
734.396,0.0493095
688.698,0.0722517
868.19,0.00424245
5.40043,0.00224955
843.754,0.0614641
773.842,0.0691182
637.263,0.0744809
67.9286,0.00741553
835.786,0.0276254
784.519,0.0316583
832.842,0.0158772
425.256,0.0811804
247.95,0.0390991
1.97841,0.00299617
46.8277,0.0166003
465.118,0.015495
250.245,0.0356739
738.921,0.0553462
866.317,0.080688
194.961,0.0268734
